title,year,runtime,maturity_rating,genre,box_office,rating_imdb,metascore,awards
Heist,2015,93,R,Action,0.1,6.1,37,0
"Hello, My Name Is Doris",2015,90,R,Comedy,14.4,6.6,63,0
Hitman: Agent 47,2015,96,R,Action,22.5,5.7,28,0
Home,2015,94,PG,Animation,177.4,6.6,55,0
Hot Pursuit,2015,87,PG-13,Comedy,34.6,5.1,31,0
Hot Tub Time Machine 2,2015,93,R,Sci-Fi/Fantasy,12.3,5,29,0
Hotel Transylvania 2,2015,89,PG,Animation,169.7,6.6,44,0
I Saw the Light,2015,123,R,Biography,1.6,5.7,47,0
I Smile Back,2015,85,R,Drama,0.1,6.1,59,0
I'll See You in My Dreams,2015,92,PG-13,Comedy,7.4,6.7,75,0
In the Heart of the Sea,2015,122,PG-13,Biography,25,6.9,47,0
Inside Out,2015,95,PG,Animation,356.9,8.2,94,1
Insidious: Chapter 3,2015,97,PG-13,Horror,52.2,6.1,52,0
Irrational Man,2015,95,R,Comedy,4,6.6,53,0
James White,2015,85,R,Drama,0.1,7.1,83,0
Jane Got a Gun,2015,98,R,Western,1.5,5.9,49,0
Jem and the Holograms,2015,118,PG,Family,2.2,4.1,42,0
Joy,2015,124,PG-13,Biography,56.5,6.6,56,0
Jupiter Ascending,2015,127,PG-13,Sci-Fi/Fantasy,47.4,5.3,40,0
Jurassic World,2015,124,PG-13,Sci-Fi/Fantasy,653.4,6.9,59,0
Knight of Cups,2015,118,R,Sci-Fi/Fantasy,0.6,5.6,53,0
Krampus,2015,98,PG-13,Sci-Fi/Fantasy,42.7,6.2,49,0
Krisha,2015,83,R,Drama,0.1,7.1,86,0
Lazer Team,2015,102,PG-13,Sci-Fi/Fantasy,1.2,5.5,42,0
Legend,2015,132,R,Biography,1.9,6.9,55,0
Little Boy,2015,106,PG-13,Drama,6.5,7.3,30,0
Louder Than Bombs,2015,109,R,Drama,0.2,6.6,70,0
Love the Coopers,2015,107,PG-13,Sci-Fi/Fantasy,26.3,5.7,31,0
Macbeth,2015,113,R,Drama,1.1,6.6,71,0
Mad Max: Fury Road,2015,120,R,Sci-Fi/Fantasy,154.1,8.1,90,6
Maggie,2015,95,PG-13,Horror,0.2,5.6,52,0
Maggie's Plan,2015,98,R,Comedy,3.4,6.2,76,0
Magic Mike XXL,2015,115,R,Musical,66,5.6,60,0
Max,2015,111,PG,Family,42.7,6.6,47,0
Maze Runner: The Scorch Trials,2015,131,PG-13,Sci-Fi/Fantasy,81.7,6.3,43,0
"McFarland, USA",2015,129,PG,Biography,44.5,7.4,60,0
Me and Earl and the Dying Girl,2015,105,PG-13,Comedy,6.8,7.7,74,0
Miles Ahead,2015,100,R,Biography,2.6,6.4,64,0
Minions,2015,91,PG,Animation,336,6.4,56,0
Mission: Impossible - Rogue Nation,2015,131,PG-13,Action,195,7.4,75,0
Mississippi Grind,2015,108,R,Comedy,0.1,6.4,77,0
Mistress America,2015,84,R,Comedy,2.5,6.7,75,0
Mortdecai,2015,107,R,Comedy,7.7,5.5,27,0
Mr. Holmes,2015,104,PG,Mystery,17.7,6.8,67,0
My All-American,2015,118,PG,Biography,2.2,7.1,34,0
Nasty Baby,2015,101,R,Drama,0.1,5.6,64,0
No Escape,2015,103,R,Action,27.3,6.7,38,0
Our Brand Is Crisis,2015,107,R,Comedy,7,6.1,53,0
Pan,2015,111,PG,Comedy,35.1,5.7,36,0
Papa Hemingway in Cuba,2015,110,R,Biography,1.1,6.3,37,0
Paper Towns,2015,109,PG-13,Comedy,32,6.3,56,0
Paranormal Activity: The Ghost Dimension,2015,88,R,Horror,18.3,4.6,30,0
Paul Blart: Mall Cop 2,2015,94,PG,Comedy,71,4.4,13,0
People Places Things,2015,85,R,Comedy,0.1,6.8,68,0
Pitch Perfect 2,2015,115,PG-13,Musical,184.3,6.4,63,0
Pixels,2015,105,PG-13,Sci-Fi/Fantasy,78.7,5.6,27,0
Point Break,2015,114,PG-13,Action,28.8,5.3,34,0
Poltergeist,2015,93,PG-13,Horror,47.4,4.9,47,0
Project Almanac,2015,106,PG-13,Sci-Fi/Fantasy,22.3,6.3,47,0
Puerto Ricans in Paris,2015,82,R,Comedy,0.1,5.3,47,0
Ratchet & Clank,2015,94,PG,Animation,8.8,5.5,29,0
Regression,2015,106,R,Drama,0.1,5.6,32,0
Results,2015,105,R,Comedy,0.1,5.4,73,0
Ricki and the Flash,2015,101,PG-13,Musical,26.8,5.9,54,0
Rock the Kasbah,2015,106,R,Musical,3,5.5,29,0
Room,2015,118,R,Thriller,14.7,8.1,86,1
Run All Night,2015,114,R,Action,26.5,6.6,59,0
San Andreas,2015,114,PG-13,Action,155.2,6,43,0
Scouts Guide to the Zombie Apocalypse,2015,93,R,Horror,3.7,6.3,32,0
Secret in Their Eyes,2015,111,PG-13,Mystery,20.2,6.3,45,0
Self/less,2015,117,PG-13,Sci-Fi/Fantasy,12.3,6.5,34,0
Shaun the Sheep Movie,2015,85,PG,Animation,19.4,7.3,81,0
Sicario,2015,121,R,Action,46.9,7.6,82,0
Sinister 2,2015,97,R,Horror,27.7,5.3,32,0
Sisters,2015,118,R,Comedy,87,6,58,0
Sleeping with Other People,2015,101,R,Comedy,0.8,6.5,64,0
Southpaw,2015,124,R,Action,52.4,7.3,57,0
Spare Parts,2015,114,PG-13,Biography,3.6,7.2,50,0
Spectre,2015,148,PG-13,Action,200.1,6.8,60,1
Spotlight,2015,129,R,Biography,45.1,8.1,93,2
Spy,2015,120,R,Comedy,110.8,7,75,0
Star Wars: Episode VII - The Force Awakens,2015,138,PG-13,Sci-Fi/Fantasy,936.7,7.8,80,0
Steve Jobs,2015,122,R,Biography,17.8,7.2,82,0
Stonewall,2015,129,R,Drama,0.2,5.3,30,0
Straight Outta Compton,2015,147,R,Biography,161.2,7.8,72,0
Strange Magic,2015,99,PG,Animation,12.4,5.7,25,0
Tangerine,2015,88,R,Comedy,0.7,7.1,86,0
Ted 2,2015,115,R,Comedy,81.5,6.3,48,0
Ten Thousand Saints,2015,113,R,Musical,0.1,5.9,62,0
Terminator Genisys,2015,126,PG-13,Sci-Fi/Fantasy,89.8,6.3,38,0
The 33,2015,127,PG-13,Biography,12.2,6.8,55,0
The Age of Adaline,2015,112,PG-13,Sci-Fi/Fantasy,42.6,7.2,51,0
The Big Short,2015,130,R,Biography,70.3,7.8,81,1
The Boy Next Door,2015,91,R,Thriller,35.4,4.7,30,0
The Bronze,2015,100,R,Comedy,0.6,6.1,44,0
The Danish Girl,2015,119,R,Biography,11.1,7.1,66,1
The Diary of a Teenage Girl,2015,102,R,Comedy,1.5,6.8,87,0
The Divergent Series: Insurgent,2015,119,PG-13,Sci-Fi/Fantasy,130.2,6.2,42,0
The DUFF,2015,101,PG-13,Comedy,34,6.4,56,0
The End of the Tour,2015,106,R,Biography,3,7.2,82,0
The Family Fang,2015,105,R,Comedy,0.3,6,67,0
The Gallows,2015,81,R,Horror,22.8,4.2,30,0
The Gift,2015,108,R,Thriller,43.8,7,77,0
The Good Dinosaur,2015,93,PG,Animation,123.1,6.7,66,0
The Gunman,2015,115,R,Action,10.7,5.8,39,0
The Hateful Eight,2015,168,R,Mystery,54.1,7.8,68,1
The Hunger Games: Mockingjay - Part 2,2015,137,PG-13,Sci-Fi/Fantasy,281.7,6.5,65,0
The Intern,2015,121,PG-13,Comedy,75.8,7.1,51,0
The Last Witch Hunter,2015,106,PG-13,Sci-Fi/Fantasy,27.4,5.9,34,0
The Lazarus Effect,2015,83,PG-13,Horror,25.8,5.2,31,0
The Little Prince,2015,108,PG,Animation,1.3,7.7,70,0
The Lobster,2015,119,R,Comedy,9.1,7.1,82,0
The Longest Ride,2015,123,PG-13,Comedy,37.4,7,33,0
The Man from U.N.C.L.E.,2015,116,PG-13,Comedy,45.4,7.2,56,0
The Man Who Knew Infinity,2015,108,PG-13,Biography,3.9,7.2,56,0
The Martian,2015,144,PG-13,Sci-Fi/Fantasy,228.4,8,80,0
The Meddler,2015,103,PG-13,Comedy,4.3,6.2,68,0
The Night Before,2015,101,R,Sci-Fi/Fantasy,43,6.3,58,0
The Peanuts Movie,2015,88,G,Animation,130.2,7,67,0
The Perfect Guy,2015,100,PG-13,Thriller,57,5.6,36,0
The Revenant,2015,156,R,Action,183.6,8,76,3
The Second Best Exotic Marigold Hotel,2015,122,PG,Comedy,33.1,6.5,51,0
The SpongeBob Movie: Sponge Out of Water,2015,92,PG,Animation,163,6,62,0
The Stanford Prison Experiment,2015,122,R,Biography,0.7,6.8,67,0
The Vatican Tapes,2015,91,PG-13,Horror,1.8,4.8,38,0
The Visit,2015,94,PG-13,Horror,65.2,6.2,55,0
The Walk,2015,123,PG,Biography,10.1,7.3,70,0
The Wedding Ringer,2015,101,R,Comedy,64.5,6.6,35,0
The Witch,2015,92,R,Sci-Fi/Fantasy,25.1,6.9,83,0
Tomorrowland,2015,130,PG,Family,93.4,6.4,60,0
Touched with Fire,2015,106,R,Romance,0.1,6.1,62,0
Trainwreck,2015,125,R,Comedy,110.2,6.2,75,0
True Story,2015,99,R,Biography,4.7,6.3,50,0
Trumbo,2015,124,R,Biography,7.9,7.4,60,0
Truth,2015,125,R,Biography,2.5,6.8,66,0
Tumbledown,2015,105,R,Musical,0.1,6.2,60,0
Unfinished Business,2015,91,R,Comedy,10.2,5.4,32,0
Vacation,2015,99,R,Comedy,58.9,6.1,34,0
Victor Frankenstein,2015,110,PG-13,Horror,5.8,5.9,36,0
War Room,2015,120,PG,Drama,67.8,6.4,26,0
We Are Your Friends,2015,96,R,Musical,3.6,6.1,46,0
Woodlawn,2015,123,PG,Biography,14.4,6.4,57,0
Z for Zachariah,2015,98,PG-13,Sci-Fi/Fantasy,0.1,6,68,0
10 Cloverfield Lane,2016,103,PG-13,Horror,72.1,7.2,76,0
13 Hours,2016,144,R,Action,52.9,7.3,48,0
20th Century Women,2016,119,R,Comedy,5.7,7.3,83,0
31,2016,102,R,Horror,0.8,5,35,0
A Cure for Wellness,2016,146,R,Horror,8.1,6.4,47,0
A Hologram for the King,2016,98,R,Comedy,4.2,6.1,58,0
A Monster Calls,2016,108,PG-13,Family,3.7,7.4,76,0
A Quiet Passion,2016,125,PG-13,Biography,1.9,6.5,78,0
A United Kingdom,2016,111,PG-13,Biography,3.9,6.8,65,0
Absolutely Fabulous: The Movie,2016,91,R,Comedy,4.8,5.4,59,0
Alice Through the Looking Glass,2016,113,PG,Family,77,6.1,34,0
All I See Is You,2016,109,R,Drama,0.2,5.4,43,0
Allegiant,2016,120,PG-13,Action,66.2,5.6,33,0
Allied,2016,124,R,Romance,40.1,7.1,60,0
Almost Christmas,2016,111,PG-13,Comedy,42.2,6.1,55,0
American Honey,2016,163,R,Romance,0.7,7,79,0
American Pastoral,2016,108,R,Drama,0.5,6.1,43,0
Anthropoid,2016,120,R,Biography,3,7.2,59,0
Arrival,2016,116,PG-13,Sci-Fi/Fantasy,100.5,7.9,81,1
Assassin's Creed,2016,115,PG-13,Sci-Fi/Fantasy,54.6,5.6,36,0
Bad Moms,2016,100,R,Comedy,113.3,6.2,60,0
Bad Santa 2,2016,92,R,Comedy,17.8,5.6,38,0
Barbershop: The Next Cut,2016,111,PG-13,Comedy,54.1,5.9,67,0
Batman v Superman: Dawn of Justice,2016,152,PG-13,Sci-Fi/Fantasy,330.4,6.4,44,0
Ben-Hur,2016,123,PG-13,Action,26.4,5.7,38,0
Billy Lynn's Long Halftime Walk,2016,113,R,Sport,1.7,6.2,53,0
Birth of the Dragon,2016,95,PG-13,Biography,6.9,5.6,35,0
Blair Witch,2016,89,R,Horror,20.8,5,47,0
Bleed for This,2016,117,R,Biography,5.1,6.8,62,0
Boo! A Madea Halloween,2016,103,PG-13,Horror,73.2,4.5,30,0
Bridget Jones's Baby,2016,123,R,Comedy,24.3,6.5,59,0
Café Society,2016,96,PG-13,Comedy,11.1,6.6,64,0
Captain America: Civil War,2016,147,PG-13,Sci-Fi/Fantasy,408.1,7.8,75,0
Captain Fantastic,2016,118,R,Comedy,5.9,7.8,72,0
Central Intelligence,2016,107,PG-13,Comedy,127.4,6.3,52,0
Certain Women,2016,107,R,Drama,1.1,6.4,82,0
Christine,2016,119,R,Biography,0.3,6.9,72,0
Chuck,2016,98,R,Biography,0.3,6.5,68,0
Collateral Beauty,2016,97,PG-13,Romance,31,6.7,23,0
Collide,2016,99,PG-13,Action,2.3,5.6,33,0
Colossal,2016,109,R,Sci-Fi/Fantasy,3,6.2,70,0
Complete Unknown,2016,91,R,Mystery,0.2,5.3,58,0
Criminal,2016,113,R,Sci-Fi/Fantasy,14.7,6.3,36,0
Deadpool,2016,108,R,Comedy,363.1,8,65,0
Dean,2016,94,PG-13,Comedy,0.3,6.3,58,0
Deepwater Horizon,2016,107,PG-13,Action,61.4,7.1,68,0
Denial,2016,109,PG-13,Biography,4.1,6.7,63,0
Dirty Grandpa,2016,102,R,Comedy,35.6,5.8,21,0
Doctor Strange,2016,115,PG-13,Sci-Fi/Fantasy,232.6,7.5,72,0
Don't Breathe,2016,88,R,Horror,89.2,7.1,71,0
Don't Think Twice,2016,92,R,Comedy,4.4,6.7,83,0
Elvis & Nixon,2016,86,R,Comedy,1.1,6.4,59,0
Equity,2016,100,R,Drama,1.6,5.5,68,0
Everybody Wants Some!!,2016,117,R,Comedy,3.4,6.9,83,0
Fantastic Beasts and Where to Find Them,2016,132,PG-13,Family,234,7.2,66,1
Fences,2016,139,PG-13,Drama,57.7,7.2,79,1
Fifty Shades of Black,2016,92,R,Comedy,11.7,3.5,28,0
Finding Dory,2016,97,PG,Animation,486.3,7.3,77,0
Free State of Jones,2016,139,R,Biography,20.8,6.9,53,0
Genius,2016,104,PG-13,Biography,1.4,6.5,56,0
Ghostbusters,2016,117,PG-13,Sci-Fi/Fantasy,128.4,6.9,60,0
God's Not Dead 2,2016,120,PG,Drama,20.8,4.3,22,0
Gods of Egypt,2016,127,PG-13,Sci-Fi/Fantasy,31.2,5.4,25,0
Gold,2016,120,R,Drama,7.2,6.7,49,0
Greater,2016,130,PG,Family,2,7.3,35,0
Hacksaw Ridge,2016,139,R,Biography,67.2,8.1,71,2
"Hail, Caesar!",2016,106,PG-13,Comedy,30.5,6.3,72,0
Hands of Stone,2016,111,R,Biography,4.7,6.6,54,0
Hell or High Water,2016,102,R,Thriller,27,7.6,88,0
Hidden Figures,2016,127,PG,Biography,169.6,7.8,74,0
High Strung,2016,96,PG,Musical,0.1,6.3,48,0
How to Be Single,2016,110,R,Comedy,46.8,6,51,0
I'm Not Ashamed,2016,112,PG-13,Biography,2.1,5.8,31,0
Ice Age: Collision Course,2016,94,PG,Animation,64.1,5.6,34,0
In a Valley of Violence,2016,104,R,Western,0.1,6,64,0
Incarnate,2016,87,PG-13,Horror,4.8,5.2,30,0
Independence Day: Resurgence,2016,120,PG-13,Sci-Fi/Fantasy,103.1,5.2,32,0
Indignation,2016,110,R,Romance,3.4,6.7,78,0
Inferno,2016,121,PG-13,Action,34.3,6.2,42,0
Jack Reacher: Never Go Back,2016,118,PG-13,Action,58.7,6.1,47,0
Jackie,2016,100,R,Biography,14,6.7,81,0
Jason Bourne,2016,123,PG-13,Action,162.4,6.6,58,0
Keanu,2016,100,R,Comedy,20.6,6.2,63,0
Keeping Up with the Joneses,2016,105,PG-13,Comedy,14.9,5.9,34,0
Kicks,2016,80,R,Drama,0.2,6.3,69,0
Kingsglaive: Final Fantasy XV,2016,110,PG-13,Animation,0.3,6.7,35,0
Kubo and the Two Strings,2016,101,PG,Animation,48,7.7,84,0
Kung Fu Panda 3,2016,95,PG,Animation,143.5,7.1,66,0
La La Land,2016,128,PG-13,Musical,151.1,8,94,6
LBJ,2016,98,R,Biography,2.5,6.5,54,0
Lights Out,2016,81,PG-13,Horror,67.3,6.3,58,0
Lion,2016,118,PG-13,Biography,51.7,8,69,0
Little Men,2016,85,PG,Drama,0.7,6.7,86,0
Live by Night,2016,129,R,Action,10.4,6.4,49,0
London Has Fallen,2016,99,R,Action,62.5,5.9,28,0
Loving,2016,123,PG-13,Biography,7.8,7,79,0
Lowriders,2016,98,PG-13,Drama,6.3,5.6,57,0
Manchester by the Sea,2016,137,R,Drama,47.7,7.8,96,2
Masterminds,2016,95,PG-13,Biography,17.4,5.8,47,0
Max Steel,2016,92,PG-13,Sci-Fi/Fantasy,3.8,4.6,22,0
Me Before You,2016,106,PG-13,Romance,56.2,7.4,51,0
Mechanic: Resurrection,2016,98,R,Action,21.2,5.7,38,0
Meet the Blacks,2016,94,R,Horror,9.1,4.8,26,0
Middle School: The Worst Years of My Life,2016,92,PG,Animation,20,6,51,0
Midnight Special,2016,112,PG-13,Sci-Fi/Fantasy,3.7,6.6,76,0
Mike and Dave Need Wedding Dates,2016,98,R,Comedy,46,5.9,51,0
Miracles from Heaven,2016,109,PG,Family,61.7,7.1,44,0
Miss Peregrine's Home for Peculiar Children,2016,127,PG-13,Family,87.2,6.7,57,0
Miss Sloane,2016,132,R,Drama,3.5,7.5,64,0
Moana,2016,107,PG,Animation,248.8,7.6,81,0
Money Monster,2016,98,R,Mystery,41,6.5,55,0
Monster Trucks,2016,104,PG,Comedy,33.4,5.6,41,0
Moonlight,2016,111,R,Drama,27.9,7.4,99,3
Morgan,2016,92,R,Horror,3.9,5.8,48,0
Morris from America,2016,91,R,Comedy,0.1,6.2,75,0
Mother's Day,2016,118,PG-13,Comedy,32.5,5.6,18,0
Mr. Church,2016,104,PG-13,Comedy,0.7,7.6,37,0
My Big Fat Greek Wedding 2,2016,94,PG-13,Comedy,59.7,6,37,0
Neighbors 2: Sorority Rising,2016,92,R,Comedy,55.5,5.7,58,0
Nerve,2016,96,PG-13,Action,38.6,6.5,58,0
Nocturnal Animals,2016,116,R,Thriller,10.7,7.5,67,0
Norm of the North,2016,88,PG,Animation,17.1,3.4,21,0
Norman,2016,118,R,Thriller,3.8,6.1,75,0
Now You See Me 2,2016,129,PG-13,Comedy,65.1,6.4,46,0
Office Christmas Party,2016,105,R,Comedy,54.8,5.8,42,0
Ouija: Origin of Evil,2016,99,PG-13,Horror,35.1,6.2,65,0
Our Kind of Traitor,2016,108,R,Thriller,3.2,6.2,57,0
Paris Can Wait,2016,92,PG,Comedy,5.6,5.8,48,0
Passengers,2016,116,PG-13,Sci-Fi/Fantasy,100,7,41,0
Paterson,2016,118,R,Comedy,2.2,7.3,90,0
Patriots Day,2016,133,R,Action,31.9,7.3,69,0
Pele: Birth of a Legend,2016,107,PG,Biography,0.1,7.1,39,0
Pete's Dragon,2016,102,PG,Comedy,76.2,6.7,71,0
Popstar: Never Stop Never Stopping,2016,87,R,Musical,9.6,6.7,68,0
Priceless,2016,97,PG-13,Romance,1.5,5.9,41,0
Pride and Prejudice and Zombies,2016,108,PG-13,Sci-Fi/Fantasy,10.9,5.8,45,0
Queen of Katwe,2016,124,PG,Biography,8.9,7.4,73,0
Ride Along 2,2016,102,PG-13,Comedy,91.2,5.8,32,0
Risen,2016,107,PG-13,Action,36.9,6.3,51,0
Rock Dog,2016,90,PG,Animation,9.4,5.9,48,0
Rogue One: A Star Wars Story,2016,133,PG-13,Sci-Fi/Fantasy,532.2,7.8,65,0
Rules Don't Apply,2016,127,PG-13,Comedy,3.7,5.7,60,0
Sausage Party,2016,89,R,Animation,97.7,6.1,66,0
Shut In,2016,91,PG-13,Horror,6.9,4.7,25,0
Silence,2016,161,R,Drama,7.1,7.1,79,0
Sing,2016,108,PG,Animation,270.6,7.1,59,0
Sleight,2016,89,R,Sci-Fi/Fantasy,4,5.9,62,0
Snowden,2016,134,R,Biography,21.6,7.3,58,0
Southside with You,2016,84,PG-13,Biography,6.3,6.3,74,0
Spark: A Space Tail,2016,91,PG,Animation,0.2,4.4,22,0
Split,2016,117,PG-13,Horror,138.3,7.3,62,0
Star Trek Beyond,2016,122,PG-13,Sci-Fi/Fantasy,158.8,7,68,0
Storks,2016,87,PG,Animation,72.8,6.8,56,0
Suicide Squad,2016,123,PG-13,Sci-Fi/Fantasy,325.1,5.9,40,1
Sully,2016,96,PG-13,Biography,125.1,7.4,74,0
Swiss Army Man,2016,97,R,Sci-Fi/Fantasy,4.2,6.9,64,0
Te Ata,2016,105,PG,Biography,0.1,7.3,51,0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112,PG-13,Comedy,82.1,5.9,40,0
The 5th Wave,2016,112,PG-13,Sci-Fi/Fantasy,34.9,5.2,33,0
The Accountant,2016,128,R,Action,86.3,7.3,51,0
The Angry Birds Movie,2016,97,PG,Animation,107.5,6.2,43,0
The Bad Batch,2016,118,R,Horror,0.2,5.2,62,0
The Belko Experiment,2016,89,R,Horror,10.2,6.1,44,0
The BFG,2016,117,PG,Family,55.5,6.3,66,0
The Birth of a Nation,2016,120,R,Biography,15.9,6.5,69,0
The Boss,2016,99,R,Comedy,63.3,5.4,40,0
The Boy,2016,97,PG-13,Horror,35.8,6,42,0
The Brothers Grimsby,2016,83,R,Comedy,6.9,6.2,44,0
The Choice,2016,111,PG-13,Romance,18.7,6.5,26,0
The Comedian,2016,120,R,Comedy,1.7,5.8,40,0
The Conjuring 2,2016,134,R,Horror,102.5,7.3,65,0
The Darkness,2016,92,PG-13,Horror,10.8,4.5,27,0
The Disappointments Room,2016,91,R,Horror,2.4,3.9,31,0
The Edge of Seventeen,2016,104,R,Comedy,14.4,7.3,77,0
The Exception,2016,107,R,Romance,0.7,6.8,60,0
The Finest Hours,2016,117,PG-13,Action,27.6,6.7,58,0
The Forest,2016,93,PG-13,Horror,26.6,4.8,34,0
The Founder,2016,115,PG-13,Biography,12.8,7.2,66,0
The Girl on the Train,2016,112,R,Mystery,75.4,6.5,48,0
The Great Wall,2016,103,PG-13,Sci-Fi/Fantasy,45.5,5.9,42,0
The Hollars,2016,88,PG-13,Comedy,1,6.6,53,0
The Huntsman: Winter's War,2016,114,PG-13,Action,48.4,6.1,35,0
The Infiltrator,2016,127,R,Biography,15.4,7,66,0
The Jungle Book,2016,106,PG,Family,364,7.4,77,1
The Legend of Tarzan,2016,110,PG-13,Action,126.6,6.2,44,0
The Light Between Oceans,2016,133,PG-13,Romance,12.5,7.2,60,0
The Lost City of Z,2016,141,PG-13,Biography,8.6,6.6,78,0
The Magnificent Seven,2016,132,PG-13,Western,93.4,6.8,54,0
The Neon Demon,2016,117,R,Horror,1.3,6.1,51,0
The Nice Guys,2016,116,R,Comedy,36.3,7.3,70,0
The Other Side of the Door,2016,96,R,Horror,3,5.3,41,0
The Perfect Match,2016,96,R,Comedy,9.7,4.9,41,0
The Promise,2016,133,PG-13,Action,8.2,6,49,0
The Purge: Election Year,2016,108,R,Horror,79.2,6,55,0
The Secret Life of Pets,2016,87,PG,Animation,368.4,6.5,61,0
The Shallows,2016,86,PG-13,Horror,55.1,6.3,59,0
The Take,2016,92,R,Action,0.1,6.3,48,0
The Wild Life,2016,91,PG,Animation,8,5.3,36,0
The Young Messiah,2016,111,PG-13,Sci-Fi/Fantasy,6.5,5.6,33,0
Tommy's Honour,2016,112,PG,Biography,0.6,6.3,56,0
Triple 9,2016,115,R,Action,12.6,6.3,52,0
Trolls,2016,92,PG,Animation,154,6.4,55,0
Underworld: Blood Wars,2016,91,R,Sci-Fi/Fantasy,30.4,5.7,23,0
Wakefield,2016,106,R,Drama,0.3,6.3,62,0
War Dogs,2016,114,R,Biography,43,7.1,57,0
Warcraft,2016,123,PG-13,Sci-Fi/Fantasy,47.4,6.7,32,0
When the Bough Breaks,2016,107,PG-13,Thriller,29.7,5.1,28,0
Whiskey Tango Foxtrot,2016,112,R,Biography,23.1,6.6,57,0
Why Him?,2016,111,R,Comedy,60.3,6.2,39,0
Wiener-Dog,2016,88,R,Comedy,0.5,5.9,66,0
X-Men: Apocalypse,2016,144,PG-13,Sci-Fi/Fantasy,155.4,6.9,52,0
Zoolander 2,2016,101,PG-13,Comedy,28.8,4.7,34,0
Zootopia,2016,108,PG,Animation,341.3,8,78,1
A Bad Moms Christmas,2017,104,R,Comedy,72.1,5.5,42,0
A Dog's Purpose,2017,100,PG,Comedy,64.5,7.2,43,0
A Ghost Story,2017,92,R,Sci-Fi/Fantasy,1.6,6.8,84,0
Alien: Covenant,2017,122,R,Horror,74.3,6.4,65,0
All Eyez on Me,2017,139,R,Biography,44.9,5.8,38,0
All Saints,2017,108,PG,Drama,5.8,6.1,63,0
All the Money in the World,2017,132,R,Biography,25.1,6.8,72,0
American Assassin,2017,111,R,Action,36.2,6.2,45,0
American Made,2017,115,R,Comedy,51.3,7.1,65,0
Annabelle: Creation,2017,109,R,Horror,102.1,6.5,62,0
Atomic Blonde,2017,115,R,Action,51.7,6.7,63,0
Baby Driver,2017,113,R,Action,107.8,7.6,86,0
Band Aid,2017,91,R,Musical,0.2,6.6,67,0
Battle of the Sexes,2017,121,PG-13,Biography,12.6,6.7,73,0
Baywatch,2017,116,R,Comedy,58.1,5.5,37,0
Beach Rats,2017,98,R,Drama,0.5,6.4,78,0
Beatriz at Dinner,2017,82,R,Comedy,7.1,6,68,0
Beauty and the Beast,2017,129,PG,Family,504.5,7.1,65,0
Before I Fall,2017,98,PG-13,Sci-Fi/Fantasy,12.2,6.4,58,0
Blade Runner 2049,2017,164,R,Action,92.1,8,81,2
Bodied,2017,120,R,Musical,0.1,7,75,0
Boo 2! A Madea Halloween,2017,101,PG-13,Horror,47.3,3.8,17,0
Brad's Status,2017,102,R,Musical,2.1,6.5,71,0
Brigsby Bear,2017,97,PG-13,Comedy,0.5,7.3,67,0
Call Me by Your Name,2017,132,R,Romance,18.1,7.8,93,1
Captain Underpants: The First Epic Movie,2017,89,PG,Animation,73.9,6.2,69,0
Cars 3,2017,102,G,Animation,152.9,6.7,59,0
Chappaquiddick,2017,106,PG-13,Biography,17.4,6.4,67,0
CHIPS,2017,100,R,Comedy,18.6,6,28,0
Coco,2017,105,PG,Animation,210.5,8.4,81,2
Crown Heights,2017,94,R,Biography,0.2,6.6,64,0
Daddy's Home 2,2017,100,PG-13,Comedy,104,6,30,0
Darkest Hour,2017,125,PG-13,Biography,56.5,7.4,75,2
Despicable Me 3,2017,89,PG,Animation,264.6,6.2,49,0
Detroit,2017,143,R,Drama,16.8,7.3,77,0
Diary of a Wimpy Kid: The Long Haul,2017,91,PG,Family,20.7,4.3,39,0
Disobedience,2017,114,R,Romance,3.5,6.6,74,0
Downsizing,2017,135,R,Sci-Fi/Fantasy,24.4,5.7,63,0
Dunkirk,2017,106,PG-13,Action,189.7,7.8,94,3
"Everything, Everything",2017,96,PG-13,Romance,34.1,6.3,52,0
Father Figures,2017,113,R,Comedy,17.5,5.5,22,0
Ferdinand,2017,108,PG,Animation,84.4,6.7,58,0
Fifty Shades Darker,2017,118,R,Romance,114.6,4.5,33,0
First Reformed,2017,113,R,Thriller,3.4,7.1,85,0
Fist Fight,2017,91,R,Comedy,32.2,5.6,37,0
Flatliners,2017,109,PG-13,Horror,16.9,5.2,27,0
Flower,2017,90,R,Comedy,0.3,6,45,0
Gemini,2017,93,R,Mystery,0.2,5.4,71,0
Geostorm,2017,109,PG-13,Sci-Fi/Fantasy,33.7,5.3,21,0
Get Out,2017,104,R,Horror,176.2,7.7,85,1
Ghost in the Shell,2017,107,PG-13,Action,40.6,6.3,52,0
Gifted,2017,101,PG-13,Drama,24.8,7.6,60,0
Girls Trip,2017,122,R,Comedy,115.2,6.2,71,0
Going in Style,2017,96,PG-13,Comedy,45,6.6,50,0
Good Time,2017,102,R,Thriller,2,7.3,80,0
Guardians of the Galaxy Vol. 2,2017,136,PG-13,Comedy,389.8,7.6,67,0
Happy Death Day,2017,96,PG-13,Horror,55.7,6.6,58,0
Home Again,2017,97,PG-13,Comedy,27,5.8,41,0
Hostiles,2017,134,R,Western,29.8,7.2,65,0
How to Be a Latin Lover,2017,115,PG-13,Comedy,32.1,6,54,0
