title,year,runtime,maturity_rating,genre,box_office,rating_imdb,metascore,awards
About Schmidt,2002,125,R,Comedy,65,7.2,85,0
Adaptation.,2002,115,R,Comedy,22.5,7.7,83,1
All About the Benjamins,2002,95,R,Comedy,25.9,5.8,34,0
Analyze That,2002,96,R,Comedy,32.1,5.9,37,0
Antwone Fisher,2002,120,PG-13,Biography,21.1,7.3,62,0
Assassination Tango,2002,114,R,Romance,1,5.7,51,0
Austin Powers in Goldmember,2002,94,PG-13,Comedy,213.3,6.2,62,0
Auto Focus,2002,105,R,Biography,2.1,6.6,66,0
Bad Company,2002,116,PG-13,Comedy,30.2,5.6,37,0
Ballistic: Ecks vs. Sever,2002,91,R,Action,14.3,3.6,19,0
Barbershop,2002,102,PG-13,Comedy,75.8,6.3,66,0
Below,2002,105,R,Horror,0.6,6.1,55,0
Bend It Like Beckham,2002,112,PG-13,Comedy,32.5,6.7,66,0
Better Luck Tomorrow,2002,101,R,Romance,3.8,7,67,0
Big Fat Liar,2002,88,PG,Family,48.4,5.5,36,0
Big Trouble,2002,85,PG-13,Comedy,7.3,6.4,47,0
Blade II,2002,117,R,Horror,82.3,6.7,52,0
Blood Work,2002,110,R,Action,26.2,6.4,64,0
Blue Car,2002,96,R,Drama,0.5,6.6,76,0
Blue Crush,2002,104,PG-13,Sport,40.4,5.7,61,0
Boat Trip,2002,94,R,Comedy,8.6,4.9,18,0
Brown Sugar,2002,109,PG-13,Musical,27.4,6.4,58,0
Bubba Ho-Tep,2002,92,R,Horror,1.2,6.9,57,0
Cabin Fever,2002,93,R,Horror,21.2,5.6,56,0
Catch Me If You Can,2002,141,PG-13,Biography,164.6,8.1,75,0
Changing Lanes,2002,98,R,Thriller,66.8,6.5,69,0
Charlotte Sometimes,2002,85,R,Romance,0.2,6.3,72,0
Cherish,2002,99,R,Comedy,0.2,6.6,51,0
Chicago,2002,113,PG-13,Musical,170.7,7.2,81,6
City by the Sea,2002,108,R,Mystery,22.4,6.1,50,0
City of Ghosts,2002,116,R,Thriller,0.4,5.9,57,0
Civil Brand,2002,95,R,Thriller,0.3,5,29,0
Clockstoppers,2002,94,PG,Comedy,37,5.2,40,0
Collateral Damage,2002,108,R,Action,40.1,5.5,33,0
Confessions of a Dangerous Mind,2002,113,R,Biography,16,7,67,0
Crossroads,2002,93,PG-13,Comedy,37.2,3.5,27,0
Dahmer,2002,101,R,Biography,0.1,5.6,63,0
Dark Blue,2002,118,R,Thriller,9.3,6.6,57,0
Darkness,2002,88,PG-13,Horror,22.2,5.4,15,0
Death to Smoochy,2002,109,R,Comedy,8.4,6.3,38,0
Deuces Wild,2002,96,R,Action,6.1,5.5,16,0
Die Another Day,2002,133,PG-13,Action,160.9,6.1,56,0
Divine Secrets of the Ya-Ya Sisterhood,2002,116,PG-13,Drama,69.6,6,48,0
Dragonfly,2002,104,PG-13,Sci-Fi/Fantasy,30.3,6.1,25,0
Drumline,2002,118,PG-13,Musical,56.4,5.9,63,0
Eight Legged Freaks,2002,99,PG-13,Comedy,17.3,5.5,53,0
Empire,2002,90,R,Thriller,17.6,5.9,38,0
Enough,2002,115,PG-13,Thriller,40,5.7,25,0
Equilibrium,2002,107,R,Sci-Fi/Fantasy,1.2,7.4,33,0
Evelyn,2002,94,PG,Drama,1.5,7,55,0
Far from Heaven,2002,107,PG-13,Romance,15.9,7.3,84,0
Feardotcom,2002,101,R,Horror,13.3,3.4,16,0
Femme Fatale,2002,114,R,Mystery,6.6,6.2,59,0
Frida,2002,123,R,Biography,25.9,7.3,61,2
Friday After Next,2002,85,R,Comedy,33.3,5.7,35,0
Full Frontal,2002,101,R,Comedy,2.5,4.7,45,0
G,2002,97,R,Romance,3,5,42,0
Gangs of New York,2002,167,R,Drama,77.8,7.5,72,0
Gerry,2002,103,R,Mystery,0.3,6,54,0
Ghost Ship,2002,91,R,Horror,30.1,5.5,28,0
Half Past Dead,2002,98,PG-13,Action,15.6,4.6,23,0
Halloween: Resurrection,2002,94,R,Horror,30.4,3.9,19,0
Harry Potter and the Chamber of Secrets,2002,161,PG,Family,262.6,7.4,63,0
Hart's War,2002,125,R,Drama,19.1,6.3,49,0
Heaven,2002,97,R,Romance,0.8,7,68,0
High Crimes,2002,115,PG-13,Mystery,41.5,6.3,48,0
Hollywood Ending,2002,112,PG-13,Comedy,4.9,6.5,46,0
I Spy,2002,97,PG-13,Comedy,33.6,5.4,35,0
Ice Age,2002,81,PG,Animation,176.4,7.5,61,0
Igby Goes Down,2002,98,R,Comedy,4.8,6.9,72,0
In America,2002,105,PG-13,Drama,15.5,7.7,76,0
Insomnia,2002,118,R,Thriller,67.4,7.2,78,0
John Q,2002,116,PG-13,Thriller,71.8,7,30,0
Jonah: A VeggieTales Movie,2002,82,G,Animation,25.6,6.4,58,0
Joshua,2002,91,G,Drama,1.5,6.5,38,0
Just a Kiss,2002,89,R,Comedy,0.1,4.9,39,0
Juwanna Mann,2002,91,PG-13,Comedy,13.7,4.6,24,0
K-19: The Widowmaker,2002,138,PG-13,Thriller,35.2,6.7,58,0
Kung Pow: Enter the Fist,2002,81,PG-13,Comedy,16,6.2,14,0
Laurel Canyon,2002,103,R,Drama,3.7,6.4,61,0
Life or Something Like It,2002,103,PG-13,Comedy,14.4,5.7,31,0
Like Mike,2002,99,PG,Family,51.4,5.3,47,0
Lilo & Stitch,2002,85,PG,Animation,145.8,7.3,73,0
Love Liza,2002,90,R,Comedy,0.2,6.9,58,0
Maid in Manhattan,2002,105,PG-13,Comedy,94,5.3,45,0
May,2002,93,R,Horror,0.2,6.6,58,0
Men in Black II,2002,88,PG-13,Comedy,193.7,6.1,49,0
Minority Report,2002,145,PG-13,Action,132.1,7.7,80,0
Moonlight Mile,2002,117,PG-13,Romance,6.8,6.6,59,0
Mr. Deeds,2002,96,PG-13,Comedy,126.3,5.8,24,0
Murder by Numbers,2002,115,R,Thriller,31.9,6.1,50,0
My Big Fat Greek Wedding,2002,95,PG,Comedy,241.4,6.6,62,0
Narc,2002,105,R,Mystery,10.5,7.1,70,0
Nicholas Nickleby,2002,132,PG,Romance,1.6,7.1,71,0
On_Line,2002,97,R,Drama,0.2,5.4,36,0
One Hour Photo,2002,96,R,Thriller,31.6,6.8,64,0
Orange County,2002,82,PG-13,Comedy,41.1,6.2,48,0
Paid in Full,2002,97,R,Action,3.1,7,49,0
Panic Room,2002,112,R,Thriller,96.4,6.8,65,0
Passionada,2002,108,PG-13,Comedy,0.5,6.1,53,0
People I Know,2002,100,R,Drama,0.1,5.4,53,0
Personal Velocity,2002,86,R,Romance,0.8,6.5,70,0
Phone Booth,2002,81,R,Thriller,46.6,7.1,56,0
Poolhall Junkies,2002,99,R,Comedy,0.6,6.8,36,0
Possession,2002,102,PG-13,Romance,10.1,6.3,52,0
Pumpkin,2002,113,R,Comedy,0.3,6,46,0
Punch-Drunk Love,2002,95,R,Comedy,17.8,7.3,78,0
Queen of the Damned,2002,101,R,Horror,30.3,5.2,30,0
Raising Victor Vargas,2002,88,R,Romance,2.1,7.2,83,0
Real Women Have Curves,2002,90,PG-13,Comedy,5.9,6.9,71,0
Red Dragon,2002,124,R,Thriller,93.1,7.2,60,0
Reign of Fire,2002,101,PG-13,Sci-Fi/Fantasy,43.1,6.2,39,0
Resident Evil,2002,100,R,Horror,40.1,6.6,33,0
Road to Perdition,2002,117,R,Thriller,104.5,7.7,72,1
Roger Dodger,2002,106,R,Comedy,1.3,6.9,75,0
Rollerball,2002,98,PG-13,Sci-Fi/Fantasy,19,3.1,14,0
S1m0ne,2002,117,PG-13,Sci-Fi/Fantasy,9.7,6.1,49,0
Scooby-Doo,2002,89,PG,Family,153.3,5.2,35,0
Secretary,2002,107,R,Comedy,4.1,6.9,63,0
Serving Sara,2002,102,PG-13,Comedy,16.9,5.3,18,0
Showtime,2002,95,PG-13,Comedy,38.1,5.5,32,0
Signs,2002,106,PG-13,Sci-Fi/Fantasy,228,6.8,59,0
Skins,2002,84,R,Drama,0.2,7,57,0
Slackers,2002,86,R,Comedy,5.3,5.3,12,0
Snow Dogs,2002,99,PG,Family,81.2,5.2,29,0
Solaris,2002,99,PG-13,Romance,15,6.2,65,0
Sorority Boys,2002,93,R,Comedy,10.2,5.4,25,0
Spider-Man,2002,121,PG-13,Sci-Fi/Fantasy,407,7.4,73,0
Spirit: Stallion of the Cimarron,2002,83,G,Animation,73.3,7.1,52,0
Spy Kids 2: Island of Lost Dreams,2002,100,PG,Comedy,85.8,5.2,66,0
Star Trek: Nemesis,2002,116,PG-13,Sci-Fi/Fantasy,43.3,6.4,51,0
Star Wars: Episode II - Attack of the Clones,2002,142,PG,Sci-Fi/Fantasy,310.7,6.6,54,0
State Property,2002,88,R,Action,2.1,4.3,9,0
Stealing Harvard,2002,85,PG-13,Comedy,14,5.1,25,0
Stolen Summer,2002,91,PG,Drama,0.1,6.5,36,0
Sunshine State,2002,141,PG-13,Romance,3.1,6.8,69,0
Sweet Home Alabama,2002,108,PG-13,Comedy,127.2,6.2,45,0
Swimfan,2002,85,PG-13,Thriller,28.6,5,29,0
The Adventures of Pluto Nash,2002,95,PG-13,Sci-Fi/Fantasy,4.4,3.8,12,0
The Banger Sisters,2002,98,R,Comedy,30.3,5.6,48,0
The Bourne Identity,2002,119,PG-13,Action,121.7,7.9,68,0
The Count of Monte Cristo,2002,131,PG-13,Action,54.2,7.7,61,0
The Country Bears,2002,88,G,Family,17,4.2,37,0
The Crocodile Hunter: Collision Course,2002,90,PG,Comedy,28.4,5.4,50,0
The Dancer Upstairs,2002,132,R,Thriller,2.4,6.9,64,0
The Dangerous Lives of Altar Boys,2002,104,R,Comedy,1.8,6.9,69,0
The Dummy,2002,91,R,Comedy,0.1,6.6,48,0
The Emperor's Club,2002,109,PG-13,Drama,14.1,6.9,49,0
The Four Feathers,2002,132,PG-13,Action,18.3,6.5,49,0
The Good Girl,2002,93,R,Romance,14,6.4,71,0
The Good Thief,2002,109,R,Action,3.5,6.5,68,0
The Guru,2002,94,R,Musical,3.1,5.4,47,0
The Hot Chick,2002,104,PG-13,Sci-Fi/Fantasy,35.1,5.5,29,0
The Hours,2002,110,PG-13,Romance,41.7,7.5,80,1
The Importance of Being Earnest,2002,97,PG,Comedy,8.4,6.8,60,0
The Lord of the Rings: The Two Towers,2002,179,PG-13,Action,343,8.8,87,2
The Master of Disguise,2002,80,PG,Family,40.4,3.3,12,0
The Mothman Prophecies,2002,119,PG-13,Horror,35.7,6.4,52,0
The New Guy,2002,88,PG-13,Comedy,29.8,5.8,24,0
The Quiet American,2002,101,R,Romance,13,7,84,0
The Ring,2002,115,PG-13,Horror,129.1,7.1,57,0
The Rookie,2002,127,G,Family,75.6,6.9,72,0
The Rules of Attraction,2002,110,R,Comedy,6.5,6.6,50,0
The Salton Sea,2002,103,R,Mystery,0.8,7,41,0
The Santa Clause 2,2002,104,G,Family,139.2,5.7,48,0
The Scorpion King,2002,92,PG-13,Sci-Fi/Fantasy,91,5.5,45,0
The Secret Lives of Dentists,2002,104,R,Drama,3.7,6.4,76,0
The Sum of All Fears,2002,124,PG-13,Action,118.9,6.4,45,0
The Sweetest Thing,2002,84,R,Comedy,24.7,5.1,32,0
The Time Machine,2002,96,PG-13,Sci-Fi/Fantasy,56.8,5.9,42,0
The Transporter,2002,92,PG-13,Action,25.3,6.8,51,0
The Trip,2002,95,R,Comedy,0.3,7,47,0
The Truth About Charlie,2002,104,PG-13,Thriller,5.4,4.7,55,0
The Tuxedo,2002,98,PG-13,Sci-Fi/Fantasy,50.5,5.4,30,0
The Wild Thornberrys,2002,85,PG,Animation,40.1,5.6,69,0
They,2002,89,PG-13,Horror,12.8,4.8,31,0
Time Changer,2002,95,PG,Sci-Fi/Fantasy,1.3,5.1,26,0
Trapped,2002,106,R,Action,7.1,6.1,42,0
Treasure Planet,2002,95,PG,Animation,38.2,7.1,60,0
Tuck Everlasting,2002,90,PG,Family,19.2,6.6,66,0
Two Weeks Notice,2002,101,PG-13,Comedy,93.4,6.1,42,0
Undercover Brother,2002,86,PG-13,Comedy,39.1,5.9,69,0
Undisputed,2002,96,R,Action,12.8,6.1,58,0
Unfaithful,2002,124,R,Romance,52.8,6.7,63,0
Van Wilder,2002,92,R,Comedy,21.3,6.3,26,0
Waking Up in Reno,2002,91,R,Comedy,0.3,5.4,28,0
We Were Soldiers,2002,138,R,Action,78.1,7.1,65,0
Welcome to Collinwood,2002,86,R,Comedy,0.3,6.3,61,0
White Oleander,2002,109,PG-13,Drama,16.4,7.1,61,0
Windtalkers,2002,134,R,Action,40.9,6.1,51,0
XX/XY,2002,91,R,Romance,0.1,5.9,52,0
xXx,2002,124,PG-13,Action,142.1,5.8,48,0
2 Fast 2 Furious,2003,107,PG-13,Action,127.2,5.9,38,0
21 Grams,2003,124,R,Thriller,16.3,7.7,70,0
A Guy Thing,2003,101,PG-13,Comedy,15.5,5.6,27,0
A Man Apart,2003,109,R,Action,26.7,6,36,0
A Mighty Wind,2003,91,PG-13,Musical,17.8,7.2,81,0
Agent Cody Banks,2003,102,PG,Comedy,47.9,5.1,41,0
Alex & Emma,2003,96,PG-13,Comedy,14.2,5.5,32,0
All the Real Girls,2003,108,R,Romance,0.5,6.7,71,0
American Splendor,2003,101,R,Biography,6,7.4,90,0
American Wedding,2003,96,R,Comedy,104.6,6.3,43,0
Anger Management,2003,106,PG-13,Comedy,135.6,6.2,52,0
Anything Else,2003,108,R,Comedy,3.2,6.3,43,0
Baadasssss!,2003,109,R,Biography,0.4,7.3,75,0
Bad Boys II,2003,147,R,Comedy,138.6,6.6,38,0
Bad Santa,2003,92,R,Comedy,60.1,7.1,70,0
Basic,2003,98,R,Action,26.8,6.4,34,0
Beyond Borders,2003,127,R,Romance,4.4,6.4,32,0
Big Fish,2003,125,PG-13,Sci-Fi/Fantasy,66.8,8,58,0
Biker Boyz,2003,110,PG-13,Action,22.1,4.6,36,0
Bringing Down the House,2003,105,PG-13,Comedy,132.7,5.6,39,0
Brother Bear,2003,85,G,Animation,85.3,6.8,48,0
Bruce Almighty,2003,101,PG-13,Sci-Fi/Fantasy,242.8,6.7,46,0
Bulletproof Monk,2003,104,PG-13,Sci-Fi/Fantasy,23.4,5.4,40,0
Calendar Girls,2003,108,PG-13,Comedy,31,6.9,60,0
Camp,2003,114,PG-13,Musical,1.6,6.2,55,0
Casa de los babys,2003,95,R,Drama,0.5,6.4,55,0
Charlie's Angels: Full Throttle,2003,106,PG-13,Comedy,100.8,4.9,48,0
Chasing Papi,2003,80,PG,Comedy,6.1,4.7,33,0
Cheaper by the Dozen,2003,98,PG,Family,138.6,5.9,46,0
Code 46,2003,93,R,Sci-Fi/Fantasy,0.3,6.1,57,0
Coffee and Cigarettes,2003,95,R,Musical,2.2,7,65,0
Cold Creek Manor,2003,118,R,Thriller,21.4,5,37,0
Cold Mountain,2003,154,R,Drama,95.6,7.2,73,1
Confidence,2003,97,R,Thriller,12.3,6.6,59,0
Cradle 2 the Grave,2003,101,R,Action,34.7,5.8,36,0
Daddy Day Care,2003,92,PG,Family,104.3,5.6,39,0
Daredevil,2003,103,PG-13,Action,102.5,5.3,42,0
Darkness Falls,2003,86,PG-13,Horror,32.6,4.9,23,0
Deliver Us from Eva,2003,105,R,Comedy,17.6,6,46,0
Dickie Roberts: Former Child Star,2003,98,PG-13,Comedy,22.7,5.5,36,0
"Die, Mommie, Die!",2003,90,R,Comedy,0.3,6.4,54,0
Dot the I,2003,92,R,Romance,0.3,6.7,39,0
Down with Love,2003,101,PG-13,Comedy,20.3,6.3,52,0
Dreamcatcher,2003,136,R,Horror,33.7,5.5,35,0
Dumb and Dumberer: When Harry Met Lloyd,2003,85,PG-13,Comedy,26.3,3.4,19,0
Duplex,2003,89,PG-13,Comedy,9.7,5.9,50,0
Elephant,2003,81,R,Thriller,1.3,7.1,70,0
Elf,2003,97,PG,Family,177.9,7,64,0
Final Destination 2,2003,90,R,Horror,47,6.2,38,0
Finding Nemo,2003,100,G,Animation,380.8,8.2,90,1
Freaky Friday,2003,97,PG,Family,110.2,6.3,70,0
Freddy vs. Jason,2003,97,R,Horror,82.6,5.7,37,0
From Justin to Kelly,2003,81,PG,Musical,4.9,1.9,14,0
Gigli,2003,121,R,Comedy,6.1,2.6,18,0
Girl with a Pearl Earring,2003,100,PG-13,Biography,11.7,6.9,72,0
Gold Diggers,2003,90,PG-13,Comedy,0.5,3,6,0
Good Boy,2003,88,PG,Family,37.7,5.1,49,0
Gothika,2003,98,R,Horror,59.7,5.8,38,0
Grind,2003,105,PG-13,Comedy,5.1,5.9,30,0
Head of State,2003,95,PG-13,Comedy,38.1,5.4,44,0
Holes,2003,117,PG,Comedy,67.4,7,71,0
Hollywood Homicide,2003,116,PG-13,Comedy,30.9,5.3,47,0
Honey,2003,94,PG-13,Musical,30.3,5.3,37,0
House of 1000 Corpses,2003,89,R,Horror,12.6,6,31,0
House of Sand and Fog,2003,126,R,Drama,13,7.5,71,0
House of the Dead,2003,90,R,Horror,10.2,2.1,15,0
How to Deal,2003,101,PG-13,Comedy,14.2,5.5,45,0
How to Lose a Guy in 10 Days,2003,116,PG-13,Comedy,105.8,6.4,45,0
Hulk,2003,138,PG-13,Sci-Fi/Fantasy,132.2,5.6,54,0
I Am David,2003,90,PG,Drama,0.3,7.1,47,0
I'll Sleep When I'm Dead,2003,103,R,Mystery,0.4,5.8,56,0
Identity,2003,90,R,Thriller,52.2,7.3,64,0
In the Cut,2003,119,R,Thriller,4.8,5.3,46,0
Intolerable Cruelty,2003,100,PG-13,Comedy,35.3,6.3,71,0
It Runs in the Family,2003,109,PG-13,Comedy,7.5,5.5,44,0
Jeepers Creepers 2,2003,106,R,Horror,35.7,5.6,36,0
Just Married,2003,95,PG-13,Comedy,56.1,5.4,28,0
Kangaroo Jack,2003,89,PG,Comedy,66.9,4.4,16,0
Kill Bill: Vol. 1,2003,111,R,Action,70.1,8.2,69,0
Lara Croft Tomb Raider: The Cradle of Life,2003,117,PG-13,Sci-Fi/Fantasy,65.7,5.5,43,0
Latter Days,2003,107,R,Comedy,0.8,7,45,0
"Legally Blonde 2: Red, White & Blonde",2003,95,PG-13,Comedy,90.2,4.7,47,0
Levity,2003,100,R,Drama,0.2,6.4,45,0
Looney Tunes: Back in Action,2003,93,PG,Animation,21,5.8,64,0
Lost in Translation,2003,102,R,Comedy,44.6,7.7,89,1
Love Actually,2003,135,R,Comedy,59.7,7.6,55,0
Love Don't Cost a Thing,2003,100,PG-13,Comedy,21.9,5.2,37,0
Luther,2003,123,PG-13,Biography,5.8,6.6,47,0
Malibu's Most Wanted,2003,86,PG-13,Comedy,34.4,5.2,43,0
Marci X,2003,84,R,Musical,1.6,2.9,20,0
Masked and Anonymous,2003,112,PG-13,Musical,0.5,5.3,32,0
Master and Commander: The Far Side of the World,2003,138,PG-13,Action,93.9,7.4,81,2
Matchstick Men,2003,116,PG-13,Comedy,36.9,7.3,61,0
Mona Lisa Smile,2003,117,PG-13,Drama,63.9,6.5,45,0
Monster,2003,109,R,Biography,34.5,7.3,74,1
My Boss's Daughter,2003,86,PG-13,Comedy,15.6,4.7,15,0
Mystic River,2003,138,R,Mystery,90.1,7.9,84,2
National Security,2003,88,PG-13,Comedy,36.4,5.6,31,0
Ned Kelly,2003,110,R,Biography,0.1,6.4,56,0
Northfork,2003,103,PG-13,Sci-Fi/Fantasy,1.4,6.2,64,0
Off the Map,2003,108,PG-13,Drama,1.3,7.1,68,0
Old School,2003,88,R,Comedy,75.6,7,54,0
Once Upon a Time in Mexico,2003,102,R,Action,56.4,6.3,56,0
Open Range,2003,139,R,Romance,58.3,7.4,67,0
Out of Time,2003,105,PG-13,Mystery,41.1,6.5,63,0
Party Monster,2003,98,R,Biography,0.7,6.2,36,0
Paycheck,2003,119,PG-13,Sci-Fi/Fantasy,53.8,6.3,43,0
Peter Pan,2003,113,PG,Family,48.5,6.8,64,0
Pieces of April,2003,80,PG-13,Comedy,2.5,7,70,0
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,PG-13,Sci-Fi/Fantasy,305.4,8.1,63,0
Prey for Rock & Roll,2003,104,R,Musical,0.1,6.1,48,0
Radio,2003,109,PG,Biography,52.3,6.9,38,0
Rugrats Go Wild,2003,81,PG,Animation,39.4,5.5,38,0
Runaway Jury,2003,127,PG-13,Thriller,49.4,7.1,61,0
S.W.A.T.,2003,117,PG-13,Action,116.9,6,45,0
Saints and Soldiers,2003,90,PG-13,Action,1.3,6.7,56,0
Scary Movie 3,2003,84,PG-13,Comedy,110,5.5,49,0
School of Rock,2003,109,PG-13,Musical,81.3,7.2,82,0
Seabiscuit,2003,140,PG-13,Sport,120.3,7.3,72,0
Secondhand Lions,2003,111,PG,Family,42.1,7.5,52,0
Shanghai Knights,2003,114,PG-13,Comedy,60.5,6.2,58,0
Shattered Glass,2003,94,PG-13,Drama,2.2,7.2,73,0
Sinbad: Legend of the Seven Seas,2003,88,PG,Animation,26.5,6.7,48,0
Something's Gotta Give,2003,128,PG-13,Comedy,124.7,6.7,66,0
Spy Kids 3: Game Over,2003,84,PG,Comedy,111.8,4.3,57,0
Stuck on You,2003,118,PG-13,Comedy,33.8,5.8,62,0
Swimming Upstream,2003,114,PG-13,Biography,0.1,7,58,0
Tears of the Sun,2003,121,R,Action,43.7,6.6,48,0
Terminator 3: Rise of the Machines,2003,109,R,Sci-Fi/Fantasy,150.4,6.3,66,0
Testosterone,2003,105,R,Comedy,0.2,5.3,34,0
The Cat in the Hat,2003,82,PG,Family,101.1,4,19,0
The Company,2003,112,PG-13,Musical,2.3,6.2,73,0
The Cooler,2003,101,R,Romance,8.3,6.9,69,0
The Core,2003,135,PG-13,Sci-Fi/Fantasy,31.2,5.5,48,0
The Divorce,2003,117,PG-13,Comedy,9.1,4.9,51,0
The Fighting Temptations,2003,123,PG-13,Musical,30.3,5.5,53,0
The Haunted Mansion,2003,99,PG,Family,75.8,5.1,34,0
The Hebrew Hammer,2003,85,R,Comedy,0.1,6,41,0
The Human Stain,2003,106,R,Romance,5.4,6.2,57,0
The Hunted,2003,94,R,Action,34.2,6,40,0
The In-Laws,2003,98,PG-13,Comedy,20.5,5.7,46,0
The Italian Job,2003,111,PG-13,Action,106.1,7,68,0
The Last Samurai,2003,154,R,Action,111.1,7.8,55,0
The League of Extraordinary Gentlemen,2003,110,PG-13,Sci-Fi/Fantasy,66.5,5.8,30,0
The Life of David Gale,2003,130,R,Thriller,20,7.5,31,0
The Lizzie McGuire Movie,2003,94,PG,Family,42.7,5.5,56,0
The Lord of the Rings: The Return of the King,2003,201,PG-13,Action,378.3,9,94,11
The Matrix Reloaded,2003,138,R,Sci-Fi/Fantasy,281.6,7.2,62,0
The Matrix Revolutions,2003,129,R,Sci-Fi/Fantasy,139.3,6.7,47,0
The Medallion,2003,88,PG-13,Sci-Fi/Fantasy,22.2,5.2,38,0
The Missing,2003,137,R,Western,27,6.5,55,0
The Mudge Boy,2003,94,R,Romance,0.1,7.1,62,0
The Order,2003,102,R,Horror,7.7,5.1,21,0
The Recruit,2003,115,PG-13,Action,52.8,6.6,56,0
The Room,2003,99,R,Drama,0.5,3.6,9,0
The Rundown,2003,104,PG-13,Comedy,47.7,6.6,59,0
The Shape of Things,2003,96,R,Comedy,0.7,6.6,59,0
The Singing Detective,2003,109,R,Musical,0.3,5.4,45,0
The Station Agent,2003,89,R,Comedy,5.7,7.6,81,0
The Texas Chainsaw Massacre,2003,98,R,Horror,80.6,6.2,38,0
The United States of Leland,2003,108,R,Drama,0.3,7,37,0
Thirteen,2003,100,R,Drama,4.6,6.8,70,0
Timeline,2003,116,PG-13,Sci-Fi/Fantasy,19.5,5.6,28,0
Uncle Nino,2003,104,PG,Family,0.2,6.5,44,0
Under the Tuscan Sun,2003,113,PG-13,Comedy,43.6,6.7,52,0
Underworld,2003,121,R,Sci-Fi/Fantasy,52,7,42,0
Uptown Girls,2003,92,PG-13,Comedy,37.2,6.1,33,0
Veronica Guerin,2003,98,R,Biography,1.6,6.8,55,0
View from the Top,2003,87,PG-13,Comedy,15.6,5.3,27,0
What a Girl Wants,2003,105,PG,Family,36.1,5.8,41,0
What Alice Found,2003,96,R,Drama,0.1,6.4,62,0
Where's the Party Yaar?,2003,110,PG-13,Comedy,0.1,5,56,0
Willard,2003,100,PG-13,Horror,6.9,6.1,61,0
Wonderland,2003,104,R,Mystery,1.1,6.5,43,0
Wrong Turn,2003,84,R,Horror,15.4,6.1,32,0
X2: X-Men United,2003,134,PG-13,Sci-Fi/Fantasy,214.9,7.4,68,0
13 Going on 30,2004,98,PG-13,Sci-Fi/Fantasy,57.2,6.2,57,0
50 First Dates,2004,99,PG-13,Comedy,120.9,6.8,48,0
A Cinderella Story,2004,95,PG,Family,51.4,5.9,25,0
A Day Without a Mexican,2004,100,R,Sci-Fi/Fantasy,4.2,4.7,30,0
A Good Woman,2004,93,PG,Comedy,0.2,6.4,53,0
A Home at the End of the World,2004,97,R,Romance,1,6.6,59,0
A Love Song for Bobby Long,2004,119,R,Drama,0.2,7.1,48,0
A Series of Unfortunate Events,2004,108,PG,Family,118.6,6.8,62,1
After the Sunset,2004,97,PG-13,Comedy,28.3,6.2,38,0
Against the Ropes,2004,110,PG-13,Biography,5.9,5.3,36,0
Agent Cody Banks 2: Destination London,2004,100,PG,Comedy,23.6,4.5,32,0
Alexander,2004,175,R,Biography,34.3,5.6,39,0
Alfie,2004,103,R,Comedy,13.4,6.2,49,0
Alien vs. Predator,2004,101,PG-13,Horror,80.3,5.6,29,0
Along Came Polly,2004,90,PG-13,Comedy,88.1,6,44,0
Anacondas: The Hunt for the Blood Orchid,2004,97,PG-13,Horror,32.2,4.7,40,0
Anchorman: The Legend of Ron Burgundy,2004,94,PG-13,Comedy,85.3,7.1,63,0
Around the Bend,2004,85,R,Drama,0.2,6.4,46,0
Around the World in 80 Days,2004,120,PG,Comedy,24,5.8,49,0
Barbershop 2: Back in Business,2004,106,PG-13,Comedy,65.1,5.7,59,0
Before Sunset,2004,80,R,Romance,5.8,8.1,90,0
Being Julia,2004,104,R,Comedy,7.7,7,65,0
Benji: Off the Leash!,2004,97,PG,Family,3.8,5.2,49,0
Beyond the Sea,2004,118,PG-13,Biography,6.3,6.7,46,0
Birth,2004,100,R,Sci-Fi/Fantasy,5.1,6.2,50,0
Blade: Trinity,2004,113,R,Horror,52.4,5.8,38,0
Bobby Jones: Stroke of Genius,2004,123,PG,Biography,2.7,6.6,45,0
Breakin' All the Rules,2004,85,PG-13,Comedy,12.3,5.6,46,0
Bride & Prejudice,2004,122,PG-13,Musical,6.6,6.2,55,0
Bridget Jones: The Edge of Reason,2004,108,R,Comedy,40.2,5.9,44,0
C.S.A.: The Confederate States of America,2004,89,PG-13,Comedy,0.7,6.4,62,0
Catch That Kid,2004,91,PG,Comedy,16.7,5.2,33,0
Catwoman,2004,104,PG-13,Sci-Fi/Fantasy,40.2,3.4,27,0
Cellular,2004,94,PG-13,Action,32,6.5,60,0
Chasing Liberty,2004,101,PG-13,Comedy,12.2,6,46,0
Christmas with the Kranks,2004,99,PG,Family,73.8,5.4,22,0
Chrystal,2004,106,R,Drama,0.1,6.5,65,0
Closer,2004,104,R,Romance,34,7.2,65,0
Club Dread,2004,104,R,Horror,5,5.6,45,0
Collateral,2004,120,R,Action,101,7.5,71,0
Confessions of a Teenage Drama Queen,2004,89,PG,Family,29.3,4.6,33,0
Connie and Carla,2004,108,PG-13,Musical,8.1,6.2,44,0
Crash,2004,112,R,Thriller,54.6,7.8,66,3
Criminal,2004,87,R,Comedy,0.9,6.4,61,0
D.E.B.S.,2004,91,PG-13,Comedy,0.1,5.3,42,0
Dawn of the Dead,2004,101,R,Horror,59,7.3,59,0
De-Lovely,2004,125,PG-13,Biography,13.5,6.6,53,0
